类型,代码,名称,完整代码,市场
指数,931548HKD01,中国1000电信(全)HKD,931548HKD01.CSI,CSI
指数,931548USD00,中国1000电信(USD),931548USD00.CSI,CSI
指数,931548USD01,中国1000电信(全)USD,931548USD01.CSI,CSI
指数,931549,中国1000公用(CNY),931549.CSI,CSI
指数,931549CNY01,中国1000公用(全)CNY,931549CNY01.CSI,CSI
指数,931549HKD00,中国1000公用HKD,931549HKD00.CSI,CSI
指数,931549HKD01,中国1000公用(全)HKD,931549HKD01.CSI,CSI
指数,931549USD00,中国1000公用(USD),931549USD00.CSI,CSI
指数,931549USD01,中国1000公用(全)USD,931549USD01.CSI,CSI
指数,931550,内地企业动量,931550.CSI,CSI
指数,931550CNY01,内地企业动量(全),931550CNY01.CSI,CSI
指数,931550HKD00,内地企业动量HKD,931550HKD00.CSI,CSI
指数,931550HKD01,内地企业动量(全)HKD,931550HKD01.CSI,CSI
指数,931550USD00,内地企业动量USD,931550USD00.CSI,CSI
指数,931550USD01,内地企业动量(全)USD,931550USD01.CSI,CSI
指数,931551,内地企业ERC,931551.CSI,CSI
指数,931551CNY01,内地企业ERC(全),931551CNY01.CSI,CSI
指数,931551HKD00,内地企业ERCHKD,931551HKD00.CSI,CSI
指数,931551HKD01,内地企业ERC(全)HKD,931551HKD01.CSI,CSI
指数,931551USD00,内地企业ERCUSD,931551USD00.CSI,CSI
指数,931551USD01,内地企业ERC(全)USD,931551USD01.CSI,CSI
指数,931554,长江保护,931554.CSI,CSI
指数,931554CNY01,长江保护(全),931554CNY01.CSI,CSI
指数,931554HKD00,长江保护HKD,931554HKD00.CSI,CSI
指数,931554HKD01,长江保护(全)HKD,931554HKD01.CSI,CSI
指数,931555,新能电池,931555.CSI,CSI
指数,931555CNY01,新能电池全收益,931555CNY01.CSI,CSI
指数,931557,苏锡常指,931557.CSI,CSI
指数,931557CNY01,苏锡常指全收益,931557CNY01.CSI,CSI
指数,931558,无锡指数,931558.CSI,CSI
指数,931558CNY01,无锡指数全收益,931558CNY01.CSI,CSI
指数,931559,苏银理财长三角,931559.CSI,CSI
指数,931559CNY01,苏银理财长三角全收益,931559CNY01.CSI,CSI
指数,931573,港股通科技,931573.CSI,CSI
指数,931573CNY00,港股通科技CNY,931573CNY00.CSI,CSI
指数,931573CNY01,港股通科技(全)CNY,931573CNY01.CSI,CSI
指数,931573CNY100,港股通科技人民币中间价,931573CNY100.CSI,CSI
指数,931573CNY110,港股通科技人民币中间价(全),931573CNY110.CSI,CSI
指数,931573CNY120,港股通科技人民币中间价(净),931573CNY120.CSI,CSI
指数,931573HKD01,港股通科技(全),931573HKD01.CSI,CSI
指数,931574,港股科技(HKD),931574.CSI,CSI
指数,931574CNY00,港股科技(CNY),931574CNY00.CSI,CSI
指数,931574CNY01,港股科技全收益(CNY),931574CNY01.CSI,CSI
指数,931574HKD01,港股科技全收益(HKD),931574HKD01.CSI,CSI
指数,931575,SHS物联网,931575.CSI,CSI
指数,931575CNY01,SHS物联网全收益,931575CNY01.CSI,CSI
指数,931575HKD00,SHS物联网HKD,931575HKD00.CSI,CSI
指数,931575HKD01,SHS物联网(全)HKD,931575HKD01.CSI,CSI
指数,931579,东证优势成长,931579.CSI,CSI
指数,931579CNY01,东证优势成长全收益,931579CNY01.CSI,CSI
指数,931580,SHS游戏传媒,931580.CSI,CSI
指数,931580CNY01,SHS游戏传媒(全),931580CNY01.CSI,CSI
指数,931580HKD00,SHS游戏传媒(HKD),931580HKD00.CSI,CSI
指数,931580HKD01,SHS游戏传媒(全)HKD,931580HKD01.CSI,CSI
指数,931581,周期稳健成长50,931581.CSI,CSI
指数,931581CNY01,周期稳健成长50全收益,931581CNY01.CSI,CSI
指数,931582,数字经济,931582.CSI,CSI
指数,931582CNY01,数字经济全收益,931582CNY01.CSI,CSI
指数,931583,SHS数字经济,931583.CSI,CSI
指数,931583CNY01,SHS数字经济(全),931583CNY01.CSI,CSI
指数,931583HKD00,SHS数字经济HKD,931583HKD00.CSI,CSI
指数,931583HKD01,SHS数字经济(全)HKD,931583HKD01.CSI,CSI
指数,931585,卫星导航,931585.CSI,CSI
指数,931585CNY01,卫星导航全收益,931585CNY01.CSI,CSI
指数,931586,300价值稳健,931586.CSI,CSI
指数,931586CNY01,300价值稳健全收益,931586CNY01.CSI,CSI
指数,931587,500价值稳健,931587.CSI,CSI
指数,931587CNY01,500价值稳健全收益,931587CNY01.CSI,CSI
指数,931588,1000价值稳健,931588.CSI,CSI
指数,931588CNY01,1000价值稳健全收益,931588CNY01.CSI,CSI
指数,931589,300成长创新,931589.CSI,CSI
指数,931589CNY01,300成长创新全收益,931589CNY01.CSI,CSI
指数,931590,500成长创新,931590.CSI,CSI
指数,931590CNY01,500成长创新全收益,931590CNY01.CSI,CSI
指数,931591,1000成长创新,931591.CSI,CSI
指数,931591CNY01,1000成长创新全收益,931591CNY01.CSI,CSI
指数,931592,医疗科技,931592.CSI,CSI
指数,931592CNY01,医疗科技全收益,931592CNY01.CSI,CSI
指数,931593,科技领先,931593.CSI,CSI
指数,931593CNY01,科技领先全收益,931593CNY01.CSI,CSI
指数,931594,卫星产业,931594.CSI,CSI
指数,931594CNY01,卫星产业全收益,931594CNY01.CSI,CSI
指数,931595,CSSW通胀防御,931595.CSI,CSI
指数,931595CNY01,CSSW通胀防御全收益,931595CNY01.CSI,CSI
指数,931596,SHS张江50,931596.CSI,CSI
指数,931596CNY01,SHS张江50(全),931596CNY01.CSI,CSI
指数,931596HKD00,SHS张江50HKD,931596HKD00.CSI,CSI
指数,931596HKD01,SHS张江50(全)HKD,931596HKD01.CSI,CSI
指数,931597,全球张江综指,931597.CSI,CSI
指数,931597CNY01,全球张江综指(全),931597CNY01.CSI,CSI
指数,931597HKD00,全球张江综指HKD,931597HKD00.CSI,CSI
指数,931597HKD01,全球张江综指(全)HKD,931597HKD01.CSI,CSI
指数,931597USD00,全球张江综指USD,931597USD00.CSI,CSI
指数,931597USD01,全球张江综指(全)USD,931597USD01.CSI,CSI
指数,931598,中银证券300ESG,931598.CSI,CSI
指数,931598CNY01,中银证券300ESG(全),931598CNY01.CSI,CSI
指数,931599,湖南50,931599.CSI,CSI
指数,931599CNY010,湖南50全收益,931599CNY010.CSI,CSI
指数,931599CNY020,湖南50净收益,931599CNY020.CSI,CSI
指数,931637,港股通互联网,931637.CSI,CSI
指数,931637CNY00,港股通互联网CNY,931637CNY00.CSI,CSI
指数,931637CNY01,港股通互联网(全)CNY,931637CNY01.CSI,CSI
指数,931637CNY100,港股通互联网人民币中间价,931637CNY100.CSI,CSI
指数,931637CNY110,港股通互联网人民币中间价(全),931637CNY110.CSI,CSI
指数,931637HKD01,港股通互联网(全),931637HKD01.CSI,CSI
指数,931638,港股互联网,931638.CSI,CSI
指数,931638CNY00,港股互联网CNY,931638CNY00.CSI,CSI
指数,931638CNY01,港股互联网(全)CNY,931638CNY01.CSI,CSI
指数,931638HKD01,港股互联网(全),931638HKD01.CSI,CSI
指数,931639,创新药优势成长50,931639.CSI,CSI
指数,931639CNY01,创新药优势成长50全收益,931639CNY01.CSI,CSI
指数,931643,科创创业50,931643.CSI,CSI
指数,931643CNY01,科创创业50全收益,931643CNY01.CSI,CSI
指数,931644,800红利,931644.CSI,CSI
指数,931644CNY010,800红利全收益,931644CNY010.CSI,CSI
指数,931644CNY020,800红利净收益,931644CNY020.CSI,CSI
指数,931645,1000红利,931645.CSI,CSI
指数,931645CNY010,1000红利全收益,931645CNY010.CSI,CSI
指数,931645CNY020,1000红利净收益,931645CNY020.CSI,CSI
指数,931646,SHS新消费,931646.CSI,CSI
指数,931646CNY01,SHS新消费(全),931646CNY01.CSI,CSI
指数,931646HKD00,SHS新消费HKD,931646HKD00.CSI,CSI
指数,931646HKD01,SHS新消费(全)HKD,931646HKD01.CSI,CSI
指数,931647,兴银理财均衡300,931647.CSI,CSI
指数,931647CNY01,兴银理财均衡300全收益,931647CNY01.CSI,CSI
指数,931648,500ESG,931648.CSI,CSI
指数,931648CNY01,500ESG全收益,931648CNY01.CSI,CSI
指数,931648CNY02,500ESG净收益,931648CNY02.CSI,CSI
指数,931649,500ESG领先,931649.CSI,CSI
指数,931649CNY01,500ESG领先全收益,931649CNY01.CSI,CSI
指数,931649CNY02,500ESG领先净收益,931649CNY02.CSI,CSI
指数,931650,800ESG,931650.CSI,CSI
指数,931650CNY01,800ESG全收益,931650CNY01.CSI,CSI
指数,931650CNY02,800ESG净收益,931650CNY02.CSI,CSI
指数,931651,800ESG领先,931651.CSI,CSI
指数,931651CNY01,800ESG领先全收益,931651CNY01.CSI,CSI
指数,931651CNY02,800ESG领先净收益,931651CNY02.CSI,CSI
指数,931652,厦门指数,931652.CSI,CSI
指数,931652CNY01,厦门指数全收益,931652CNY01.CSI,CSI
指数,931656,全球算力,931656.CSI,CSI
指数,931656CNY210,全球算力(全),931656CNY210.CSI,CSI
指数,931656HKD200,全球算力HKD,931656HKD200.CSI,CSI
指数,931656HKD210,全球算力(全)HKD,931656HKD210.CSI,CSI
指数,931656USD200,全球算力USD,931656USD200.CSI,CSI
指数,931656USD210,全球算力(全)USD,931656USD210.CSI,CSI
指数,931657,精选市场算力,931657.CSI,CSI
指数,931657CNY200,精选市场算力CNY,931657CNY200.CSI,CSI
指数,931657CNY210,精选市场算力(全)CNY,931657CNY210.CSI,CSI
指数,931657HKD200,精选市场算力HKD,931657HKD200.CSI,CSI
指数,931657HKD210,精选市场算力(全)HKD,931657HKD210.CSI,CSI
指数,931657USD210,精选市场算力(全),931657USD210.CSI,CSI
指数,931660,中证东盟80,931660.CSI,CSI
指数,931660CNY01,中证东盟80全收益,931660CNY01.CSI,CSI
指数,931660USD00,中证东盟80美元指数,931660USD00.CSI,CSI
指数,931660USD01,中证东盟80美元全收益,931660USD01.CSI,CSI
指数,931661,500ESG价值,931661.CSI,CSI
指数,931661CNY01,500ESG价值全收益,931661CNY01.CSI,CSI
指数,931662,800ESG价值,931662.CSI,CSI
指数,931662CNY01,800ESG价值全收益,931662CNY01.CSI,CSI
指数,931663,SHS消费龙头,931663.CSI,CSI
指数,931663CNY01,SHS消费龙头(全),931663CNY01.CSI,CSI
指数,931663HKD00,SHS消费龙头HKD,931663HKD00.CSI,CSI
指数,931663HKD01,SHS消费龙头(全)HKD,931663HKD01.CSI,CSI
指数,931664,动力电池,931664.CSI,CSI
指数,931664CNY01,动力电池全收益,931664CNY01.CSI,CSI
指数,931665,CS常州,931665.CSI,CSI
指数,931665CNY01,CS常州全收益,931665CNY01.CSI,CSI
指数,931666,宁波综指,931666.CSI,CSI
指数,931666CNY01,宁波综指全收益,931666CNY01.CSI,CSI
指数,931669,精选市场生物科技,931669.CSI,CSI
指数,931669CNY200,精选市场生物科技CNY,931669CNY200.CSI,CSI
指数,931669CNY210,精选市场生物科技(全)CNY,931669CNY210.CSI,CSI
指数,931669HKD200,精选市场生物科技HKD,931669HKD200.CSI,CSI
指数,931669HKD210,精选市场生物科技(全)HKD,931669HKD210.CSI,CSI
指数,931669USD210,精选市场生物科技(全),931669USD210.CSI,CSI
指数,931670,医疗50,931670.CSI,CSI
指数,931670CNY01,医疗50全收益,931670CNY01.CSI,CSI
指数,931671,新能源车优势30,931671.CSI,CSI
指数,931671CNY01,新能源车优势30全收益,931671CNY01.CSI,CSI
指数,931672,风电产业,931672.CSI,CSI
指数,931672CNY01,风电产业全收益,931672CNY01.CSI,CSI
指数,931673,SHS风电产业,931673.CSI,CSI
指数,931673CNY01,SHS风电产业(全),931673CNY01.CSI,CSI
指数,931673HKD00,SHS风电产业HKD,931673HKD00.CSI,CSI
指数,931673HKD01,SHS风电产业(全)HKD,931673HKD01.CSI,CSI
指数,931678,目标保守,931678.CSI,CSI
指数,931679,目标稳健,931679.CSI,CSI
指数,931680,目标平衡,931680.CSI,CSI
指数,931681,目标积极,931681.CSI,CSI
指数,931682,酒主题,931682.CSI,CSI
指数,931682CNY01,酒主题全收益,931682CNY01.CSI,CSI
指数,931683,SHS酒主题,931683.CSI,CSI
指数,931683CNY01,SHS酒主题全收益,931683CNY01.CSI,CSI
指数,931683HKD00,SHS酒主题HKD,931683HKD00.CSI,CSI
指数,931683HKD01,SHS酒主题(全)HKD,931683HKD01.CSI,CSI
指数,931684,300价值策略,931684.CSI,CSI
指数,931684CNY010,300价值策略全收益,931684CNY010.CSI,CSI
指数,931684CNY020,300价值策略净收益,931684CNY020.CSI,CSI
指数,931685,300成长策略,931685.CSI,CSI
指数,931685CNY010,300成长策略全收益,931685CNY010.CSI,CSI
指数,931685CNY020,300成长策略净收益,931685CNY020.CSI,CSI
指数,931686,1000 ESG领先,931686.CSI,CSI
指数,931686CNY010,1000 ESG领先全收益,931686CNY010.CSI,CSI
指数,931687,证券时报价值100,931687.CSI,CSI
指数,931687CNY01,证券时报价值100全收益,931687CNY01.CSI,CSI
指数,931688,中证算力,931688.CSI,CSI
指数,931688CNY010,中证算力全收益,931688CNY010.CSI,CSI
指数,931695,成渝经济圈,931695.CSI,CSI
指数,931695CNY01,成渝经济圈全收益,931695CNY01.CSI,CSI
指数,931696,科技50策略,931696.CSI,CSI
指数,931696CNY01,科技50策略全收益,931696CNY01.CSI,CSI
指数,931697,消费50策略,931697.CSI,CSI
指数,931697CNY01,消费50策略全收益,931697CNY01.CSI,CSI
指数,931698,医药50策略,931698.CSI,CSI
指数,931698CNY01,医药50策略全收益,931698CNY01.CSI,CSI
指数,931717,宁波制造,931717.CSI,CSI
指数,931717CNY01,宁波制造全收益,931717CNY01.CSI,CSI
指数,931718,高端造质量成长50,931718.CSI,CSI
指数,931718CNY01,高端造质量成长50(全),931718CNY01.CSI,CSI
指数,931719,CS电池,931719.CSI,CSI
指数,931719CNY01,CS电池全收益,931719CNY01.CSI,CSI
指数,931720,CS武进,931720.CSI,CSI
指数,931720CNY01,CS武进(全),931720CNY01.CSI,CSI
指数,931720HKD00,CS武进HKD,931720HKD00.CSI,CSI
指数,931720HKD01,CS武进(全)HKD,931720HKD01.CSI,CSI
指数,931720USD00,CS武进USD,931720USD00.CSI,CSI
指数,931720USD01,CS武进(全)USD,931720USD01.CSI,CSI
指数,931721,中美互联网人民币中间价,931721.CSI,CSI
指数,931721CNY01,中美互联网人民币中间价(全),931721CNY01.CSI,CSI
指数,931722,国新港股通央企红利,931722.CSI,CSI
指数,931722CNY100,国新港股通央企红利CPR,931722CNY100.CSI,CSI
指数,931722CNY110,国新港股通央企红利(全)CPR,931722CNY110.CSI,CSI
指数,931722HKD210,国新港股通央企红利(全),931722HKD210.CSI,CSI
指数,931722HKD220,国新港股通央企红利(净),931722HKD220.CSI,CSI
指数,931722USD200,国新港股通央企红利USD,931722USD200.CSI,CSI
指数,931722USD210,国新港股通央企红利(全)USD,931722USD210.CSI,CSI
指数,931723,光通信,931723.CSI,CSI
指数,931723CNY010,光通信全收益,931723CNY010.CSI,CSI
指数,931725,中华联合优质成长,931725.CSI,CSI
指数,931725CNY01,中华联合优质成长全收益,931725CNY01.CSI,CSI
指数,931726,网络安全,931726.CSI,CSI
指数,931726CNY01,网络安全全收益,931726CNY01.CSI,CSI
指数,931727,SHS食品,931727.CSI,CSI
指数,931727CNY01,SHS食品(全),931727CNY01.CSI,CSI
指数,931727HKD00,SHS食品HKD,931727HKD00.CSI,CSI
指数,931727HKD01,SHS食品(全)HKD,931727HKD01.CSI,CSI
指数,931728,食品主题,931728.CSI,CSI
指数,931728CNY01,食品主题全收益,931728CNY01.CSI,CSI
指数,931730,SHS光伏30,931730.CSI,CSI
指数,931730CNY01,SHS光伏30(全),931730CNY01.CSI,CSI
指数,931731,SHS太阳能50,931731.CSI,CSI
指数,931731CNY01,SHS太阳能50(全),931731CNY01.CSI,CSI
指数,931733,绿色能源,931733.CSI,CSI
指数,931733CNY01,绿色能源全收益,931733CNY01.CSI,CSI
指数,931734,港美上市中美科技,931734.CSI,CSI
指数,931734CNY00,港美上市中美科技CNY,931734CNY00.CSI,CSI
指数,931734CNY01,港美上市中美科技(全)CNY,931734CNY01.CSI,CSI
指数,931734CNY10,港美上市中美科技人民币中间价,931734CNY10.CSI,CSI
指数,931734CNY11,港美上市中美科技人民币中间价(全),931734CNY11.CSI,CSI
指数,931734USD01,港美上市中美科技(全),931734USD01.CSI,CSI
指数,931735,信银ESG优选,931735.CSI,CSI
指数,931735CNY01,信银ESG优选全收益,931735CNY01.CSI,CSI
指数,931735CNY02,信银ESG优选净收益,931735CNY02.CSI,CSI
指数,931736,债股利差稳健,931736.CSI,CSI
指数,931737,债股利差平衡,931737.CSI,CSI
指数,931738,债股利差平衡(含转债),931738.CSI,CSI
指数,931739,债券利差稳健(含转债),931739.CSI,CSI
指数,931742,工银理财碳中和配置,931742.CSI,CSI
指数,931743,半导体材料设备,931743.CSI,CSI
指数,931743CNY010,半导体材料设备全收益,931743CNY010.CSI,CSI
指数,931744,港股物业,931744.CSI,CSI
指数,931744HKD01,港股物业全收益,931744HKD01.CSI,CSI
指数,931745,SHS物业,931745.CSI,CSI
指数,931745CNY01,SHS物业(全),931745CNY01.CSI,CSI
指数,931745HKD00,SHS物业HKD,931745HKD00.CSI,CSI
指数,931745HKD01,SHS物业(全)HKD,931745HKD01.CSI,CSI
指数,931746,储能产业,931746.CSI,CSI
指数,931746CNY01,储能产业全收益,931746CNY01.CSI,CSI
指数,931747,中证储能,931747.CSI,CSI
指数,931747CNY01,中证储能全收益,931747CNY01.CSI,CSI
指数,931750,CXO,931750.CSI,CSI
指数,931750CNY01,CXO全收益,931750CNY01.CSI,CSI
指数,931751,SHS CXO,931751.CSI,CSI
指数,931751CNY01,SHS CXO(全),931751CNY01.CSI,CSI
指数,931751HKD00,SHS CXO HKD,931751HKD00.CSI,CSI
指数,931751HKD01,SHS CXO(全)HKD,931751HKD01.CSI,CSI
指数,931752,工程机械主题,931752.CSI,CSI
指数,931752CNY01,工程机械主题全收益,931752CNY01.CSI,CSI
指数,931753,机械优势30,931753.CSI,CSI
指数,931753CNY01,机械优势30全收益,931753CNY01.CSI,CSI
指数,931755,SEEE碳中和,931755.CSI,CSI
指数,931755CNY01,SEEE碳中和全收益,931755CNY01.CSI,CSI
指数,931761,新生消费,931761.CSI,CSI
指数,931761CNY01,新生消费全收益,931761CNY01.CSI,CSI
指数,931762,龙头优势50,931762.CSI,CSI
指数,931762CNY01,龙头优势50全收益,931762CNY01.CSI,CSI
指数,931763,SHS龙头优势50,931763.CSI,CSI
指数,931763CNY01,SHS龙头优势50(全),931763CNY01.CSI,CSI
指数,931763HKD00,SHS龙头优势50HKD,931763HKD00.CSI,CSI
指数,931763HKD01,SHS龙头优势50(全)HKD,931763HKD01.CSI,CSI
指数,931765,SHS新生代消费,931765.CSI,CSI
指数,931765CNY01,SHS新生代消费(全),931765CNY01.CSI,CSI
指数,931765HKD00,SHS新生代消费HKD,931765HKD00.CSI,CSI
指数,931765HKD01,SHS新生代消费(全)HKD,931765HKD01.CSI,CSI
指数,931771,华夏银行新经济,931771.CSI,CSI
指数,931772,碳中和60,931772.CSI,CSI
指数,931772CNY01,碳中和60全收益,931772CNY01.CSI,CSI
指数,931773,北银理财央企能源,931773.CSI,CSI
指数,931773CNY010,北银理财央企能源全收益,931773CNY010.CSI,CSI
指数,931773CNY020,北银理财央企能源净收益,931773CNY020.CSI,CSI
指数,931774,沪港深AR/VR,931774.CSI,CSI
指数,931774CNY01,沪港深AR/VR(全),931774CNY01.CSI,CSI
指数,931775,中证全指房地产,931775.CSI,CSI
指数,931775CNY01,中证全指房地产全收益,931775CNY01.CSI,CSI
指数,931776,生物育种,931776.CSI,CSI
指数,931776CNY01,生物育种全收益,931776CNY01.CSI,CSI
指数,931777,江苏高质量发展,931777.CSI,CSI
指数,931777CNY01,江苏高质量发展全收益,931777CNY01.CSI,CSI
指数,931778,农牧主题,931778.CSI,CSI
指数,931778CNY01,农牧主题全收益,931778CNY01.CSI,CSI
指数,931780,SHS医药龙头,931780.CSI,CSI
指数,931780CNY01,SHS医药龙头(全),931780CNY01.CSI,CSI
指数,931780HKD00,SHS医药龙头HKD,931780HKD00.CSI,CSI
指数,931780HKD01,SHS医药龙头(全)HKD,931780HKD01.CSI,CSI
指数,931782,1000 ESG,931782.CSI,CSI
指数,931782CNY010,1000 ESG全收益,931782CNY010.CSI,CSI
指数,931783,智能驾驶,931783.CSI,CSI
指数,931783CNY01,智能驾驶全收益,931783CNY01.CSI,CSI
指数,931784,SSH智能驾驶,931784.CSI,CSI
指数,931784CNY01,SSH智能驾驶(全),931784CNY01.CSI,CSI
指数,931784HKD00,SSH智能驾驶(HKD),931784HKD00.CSI,CSI
指数,931784HKD01,SSH智能驾驶(全)HKD,931784HKD01.CSI,CSI
指数,931785,智选沪深港科技50,931785.CSI,CSI
指数,931785CNY100,智选沪深港科技50人民币中间价,931785CNY100.CSI,CSI
指数,931785CNY110,智选沪深港科技50人民币中间价全,931785CNY110.CSI,CSI
指数,931785CNY120,智选沪深港科技50人民币中间价净,931785CNY120.CSI,CSI
指数,931785CNY210,智选沪深港科技50(全),931785CNY210.CSI,CSI
指数,931785HKD200,智选沪深港科技50HKD,931785HKD200.CSI,CSI
指数,931785HKD210,智选沪深港科技50(全)HKD,931785HKD210.CSI,CSI
指数,931786,中信债股优选稳健,931786.CSI,CSI
指数,931787,港股创新药(HKD),931787.CSI,CSI
指数,931787CNY00,港股创新药(CNY),931787CNY00.CSI,CSI
指数,931787CNY01,港股创新药(全)CNY,931787CNY01.CSI,CSI
指数,931787HKD01,港股创新药(全)HKD,931787HKD01.CSI,CSI
指数,931788,中韩50,931788.CSI,CSI
指数,931789,中韩新能车,931789.CSI,CSI
指数,931790,中韩半导体,931790.CSI,CSI
指数,931791,大盘蓝筹25,931791.CSI,CSI
指数,931791CNY01,大盘蓝筹25(全),931791CNY01.CSI,CSI
指数,931792,新能车15,931792.CSI,CSI
指数,931792CNY01,新能车15(全),931792CNY01.CSI,CSI
指数,931793,半导体15,931793.CSI,CSI
指数,931793CNY01,半导体15(全),931793CNY01.CSI,CSI
指数,931794,消费领先50,931794.CSI,CSI
指数,931794CNY01,消费领先50全收益,931794CNY01.CSI,CSI
指数,931798,光伏龙头30,931798.CSI,CSI
指数,931798CNY01,光伏龙头30全收益,931798CNY01.CSI,CSI
指数,931799,国寿资产ESG绿色低碳100,931799.CSI,CSI
指数,931799CNY01,国寿资产ESG绿色低碳100全收益,931799CNY01.CSI,CSI
指数,931800,绿色生态(CSI),931800.CSI,CSI
指数,931800,绿色生态,931800.SZ,SZ
指数,931800CNY01,绿色生态全收益,931800CNY01.CSI,CSI
指数,931801,SSH体育,931801.CSI,CSI
指数,931801CNY01,SSH体育(全),931801CNY01.CSI,CSI
指数,931801HKD00,SSH体育(HKD),931801HKD00.CSI,CSI
指数,931801HKD01,SSH体育(全)HKD,931801HKD01.CSI,CSI
指数,931802,中证龙头,931802.CSI,CSI
指数,931802,中证龙头(SH),931802.SH,SH
指数,931802CNY01,中证龙头全收益,931802CNY01.CSI,CSI
指数,931803,龙头核心竞争力50,931803.CSI,CSI
指数,931803CNY01,龙头核心竞争力50全收益,931803CNY01.CSI,CSI
指数,931809,高股息ESG,931809.CSI,CSI
指数,931809CNY01,高股息ESG全收益,931809CNY01.CSI,CSI
指数,931810,汇丰大盘多因子,931810.CSI,CSI
指数,931810CNY01,汇丰大盘多因子全收益,931810CNY01.CSI,CSI
指数,931810CNY020,汇丰大盘多因子净收益,931810CNY020.CSI,CSI
指数,931811,小家电主题,931811.CSI,CSI
指数,931811CNY01,小家电主题全收益,931811CNY01.CSI,CSI
指数,931821,300金融,931821.CSI,CSI
指数,931821CNY010,300金融行业全收益,931821CNY010.CSI,CSI
指数,931822,中证500金融,931822.CSI,CSI
指数,931822CNY010,500金融全收益,931822CNY010.CSI,CSI
指数,931823,国资央企50,931823.CSI,CSI
指数,931823CNY010,国资央企50全收益,931823CNY010.CSI,CSI
指数,931824,国企50,931824.CSI,CSI
指数,931824CNY010,国企50全收益,931824CNY010.CSI,CSI
指数,931825,央企50,931825.CSI,CSI
指数,931825CNY010,央企50全收益,931825CNY010.CSI,CSI
指数,931826,自主创新,931826.CSI,CSI
指数,931826CNY01,自主创新全收益,931826CNY01.CSI,CSI
指数,931827,港股通地产C,931827.CSI,CSI
指数,931827CNY00,港股通地产CCNY,931827CNY00.CSI,CSI
指数,931827CNY01,港股通地产C(全)CNY,931827CNY01.CSI,CSI
指数,931827HKD01,港股通地产C(全),931827HKD01.CSI,CSI
指数,931828,海外中国地产,931828.CSI,CSI
指数,931828CNY01,海外中国地产(全),931828CNY01.CSI,CSI
指数,931828HKD00,海外中国地产HKD,931828HKD00.CSI,CSI
指数,931828HKD01,海外中国地产(全)HKD,931828HKD01.CSI,CSI
指数,931828USD00,海外中国地产USD,931828USD00.CSI,CSI
指数,931828USD01,海外中国地产(全)USD,931828USD01.CSI,CSI
指数,931829,中证回购,931829.CSI,CSI
指数,931829CNY010,中证回购全收益,931829CNY010.CSI,CSI
指数,931829CNY020,中证回购净收益,931829CNY020.CSI,CSI
指数,931830,回购价值策略,931830.CSI,CSI
指数,931830CNY010,回购价值策略全收益,931830CNY010.CSI,CSI
指数,931830CNY020,回购价值策略净收益,931830CNY020.CSI,CSI
指数,931831,回购质量策略,931831.CSI,CSI
指数,931831CNY010,回购质量策略全收益,931831CNY010.CSI,CSI
指数,931831CNY020,回购质量策略净收益,931831CNY020.CSI,CSI
指数,931832,CN80地产,931832.CSI,CSI
指数,931832CNY01,CN80地产(全),931832CNY01.CSI,CSI
指数,931832USD00,CN80地产USD,931832USD00.CSI,CSI
指数,931832USD01,CN80地产(全)USD,931832USD01.CSI,CSI
指数,931833,沪深港旅游休闲,931833.CSI,CSI
指数,931833CNY100,沪深港旅游休闲人民币中间价,931833CNY100.CSI,CSI
指数,931833CNY110,沪深港旅游休闲人民币中间价(全),931833CNY110.CSI,CSI
指数,931833CNY120,沪深港旅游休闲人民币中间价(净),931833CNY120.CSI,CSI
指数,931833HKD210,沪深港旅游休闲(全),931833HKD210.CSI,CSI
指数,931833HKD220,沪深港旅游休闲(净),931833HKD220.CSI,CSI
指数,931834,华福福建100,931834.CSI,CSI
指数,931834CNY010,华福福建100全收益,931834CNY010.CSI,CSI
指数,931834CNY020,华福福建100净收益,931834CNY020.CSI,CSI
指数,931835,H100地产,931835.CSI,CSI
指数,931835CNY00,H100地产CNY,931835CNY00.CSI,CSI
指数,931835CNY01,H100地产(全)CNY,931835CNY01.CSI,CSI
指数,931835HKD01,H100地产(全),931835HKD01.CSI,CSI
指数,931837,央企现代产业,931837.CSI,CSI
指数,931837CNY010,央企现代产业全收益,931837CNY010.CSI,CSI
指数,931838,煤炭产业,931838.CSI,CSI
指数,931838,煤炭产业(SH),931838.SH,SH
指数,931838CNY010,煤炭产业全收益,931838CNY010.CSI,CSI
指数,931838CNY020,煤炭产业净收益,931838CNY020.CSI,CSI
指数,931839,海外中国医药,931839.CSI,CSI
指数,931839CNY01,海外中国医药(全),931839CNY01.CSI,CSI
指数,931839HKD00,海外中国医药HKD,931839HKD00.CSI,CSI
指数,931839HKD01,海外中国医药(全)HKD,931839HKD01.CSI,CSI
指数,931839USD00,海外中国医药USD,931839USD00.CSI,CSI
指数,931839USD01,海外中国医药(全)USD,931839USD01.CSI,CSI
指数,931840,大盘蓝筹25USD,931840.CSI,CSI
指数,931840USD01,大盘蓝筹25(全)USD,931840USD01.CSI,CSI
指数,931841,新能车15USD,931841.CSI,CSI
指数,931841USD01,新能车15(全)USD,931841USD01.CSI,CSI
指数,931842,半导体15USD,931842.CSI,CSI
指数,931842USD01,半导体15(全)USD,931842USD01.CSI,CSI
指数,931845,生猪产业,931845.CSI,CSI
指数,931845,生猪产业(SH),931845.SH,SH
